iso3,year,louvain_community,leiden_community,gn_community,dominant_region,community_label
IDN,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
JOR,2010,8,9,2,Western Asia,Cluster 8: Western Asia
KWT,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
LBN,2010,8,9,2,Western Asia,Cluster 8: Western Asia
LKA,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
NGA,2010,1,8,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
NPL,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
PSE,2010,8,9,2,Western Asia,Cluster 8: Western Asia
QAT,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
SAU,2010,7,0,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
SDN,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
SOM,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
SSD,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
SYR,2010,8,9,2,Western Asia,Cluster 8: Western Asia
THA,2010,7,4,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
TUN,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
YEM,2010,7,0,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
ARM,2010,0,6,14,Pan-Europe,Cluster 0: Pan-Europe
AUT,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
BGR,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
BOL,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
BRA,2010,5,1,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
CRI,2010,5,3,28,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
CUB,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
CYP,2010,0,0,29,Pan-Europe,Cluster 0: Pan-Europe
CZE,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
DZA,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
ECU,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
EST,2010,0,6,14,Pan-Europe,Cluster 0: Pan-Europe
GTM,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
HND,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
HRV,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
HUN,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
IRL,2010,9,0,2,Pan-Europe,Cluster 9: Pan-Europe
IRN,2010,4,5,2,South Asia,Cluster 4: South Asia
ISR,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
JPN,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
KOR,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
LAO,2010,7,4,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
LTU,2010,0,6,14,Pan-Europe,Cluster 0: Pan-Europe
MEX,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
